Buchungstag,Valuta,Belegnummer,Buchungstext,Gegenkonto,Betrag (EUR),Währung,Kunde/Lieferant,IBAN,Verwendungszweck
2025-03-05,2025-03-05,BNR-100176,Zahlungseingang,10000,7390.27,EUR,Meyer & Co KG,DE89370400440532013000,Zahlungseingang Meyer & Co KG 2025-03
2025-02-09,2025-02-09,BNR-100177,Miete,69000,-1997.6,EUR,Büropark Mitte GmbH,DE76543210987654321000,Miete Büropark Mitte GmbH 2025-02
2024-10-21,2024-10-21,BNR-100178,Strom,16000,-614.38,EUR,AWS,DE12500105170648489890,Strom AWS 2024-10
2024-11-13,2024-11-13,BNR-100179,Finanzamt Zahlung,17000,-2751.96,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2024-11
2024-06-06,2024-06-06,BNR-100180,Zahlungseingang,10000,4976.78,EUR,Meyer & Co KG,DE75512108001245126199,Zahlungseingang Meyer & Co KG 2024-06
2025-02-03,2025-02-03,BNR-100181,Strom,16000,-291.85,EUR,SAP,DE12345678901234567890,Strom SAP 2025-02
2024-01-21,2024-01-21,BNR-100182,Miete,69000,-1641.14,EUR,Büropark Mitte GmbH,DE62500105170648482300,Miete Büropark Mitte GmbH 2024-01
2024-08-13,2024-08-13,BNR-100183,Softwarelizenz,48000,-993.81,EUR,Microsoft,DE16530601800000001900,Softwarelizenz Microsoft 2024-08
2025-04-03,2025-04-03,BNR-100184,Softwarelizenz,48000,-118.21,EUR,SAP,DE76543210987654321000,Softwarelizenz SAP 2025-04
2025-02-08,2025-02-08,BNR-100185,Softwarelizenz,48000,-216.37,EUR,Stromio Business,DE75512108001245126199,Softwarelizenz Stromio Business 2025-02
2024-06-06,2024-06-06,BNR-100186,Finanzamt Zahlung,17000,-874.14,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Zahlung Finanzamt Berlin 2024-06
2025-01-31,2025-01-31,BNR-100187,Zahlungseingang,10000,4230.12,EUR,Meyer & Co KG,DE62500105170648482300,Zahlungseingang Meyer & Co KG 2025-01
2024-09-17,2024-09-17,BNR-100188,Gehalt,60000,-806.78,EUR,Tom Berger,DE44500105175407324931,Gehalt Tom Berger 2024-09
2025-04-17,2025-04-17,BNR-100189,Finanzamt Erstattung,17000,416.29,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Erstattung Finanzamt Berlin 2025-04
2024-03-16,2024-03-16,BNR-100190,Gehalt,60000,-3953.77,EUR,Tom Berger,DE12500105170648489890,Gehalt Tom Berger 2024-03
2025-03-11,2025-03-11,BNR-100191,Finanzamt Erstattung,17000,1622.35,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-02-11,2024-02-11,BNR-100192,Strom,16000,-827.56,EUR,Microsoft,DE75512108001245126199,Strom Microsoft 2024-02
2024-04-09,2024-04-09,BNR-100193,Zahlungseingang,10000,6355.06,EUR,Meyer & Co KG,DE62500105170648482300,Zahlungseingang Meyer & Co KG 2024-04
2024-01-16,2024-01-16,BNR-100194,Gehalt,60000,-2429.89,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-01
2024-07-23,2024-07-23,BNR-100195,Miete,69000,-1024.85,EUR,Büropark Mitte GmbH,DE62500105170648482300,Miete Büropark Mitte GmbH 2024-07
2025-03-09,2025-03-09,BNR-100196,Softwarelizenz,48000,-797.05,EUR,AWS,DE89370400440532013000,Softwarelizenz AWS 2025-03
2024-09-12,2024-09-12,BNR-100197,Finanzamt Zahlung,17000,-1303.28,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2024-09
2024-09-22,2024-09-22,BNR-100198,Strom,16000,-689.19,EUR,Microsoft,DE89370400440532013000,Strom Microsoft 2024-09
2025-03-27,2025-03-27,BNR-100199,Miete,69000,-1651.3,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2025-03
2025-02-21,2025-02-21,BNR-100200,Finanzamt Zahlung,17000,-566.27,EUR,Finanzamt Köln,DE12500105170648489890,Finanzamt Zahlung Finanzamt Köln 2025-02
2025-05-01,2025-05-01,BNR-100201,Strom,16000,-925.93,EUR,AWS,DE12500105170648489890,Strom AWS 2025-05
2025-01-19,2025-01-19,BNR-100202,Finanzamt Zahlung,17000,-1299.79,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2025-01
2024-08-31,2024-08-31,BNR-100203,Softwarelizenz,48000,-686.77,EUR,Microsoft,DE44500105175407324931,Softwarelizenz Microsoft 2024-08
2024-09-07,2024-09-07,BNR-100204,Zahlungseingang,10000,2163.43,EUR,Industriepartner AG,DE89370400440532013000,Zahlungseingang Industriepartner AG 2024-09
2025-01-26,2025-01-26,BNR-100205,Softwarelizenz,48000,-254.06,EUR,Adobe,DE76543210987654321000,Softwarelizenz Adobe 2025-01
2024-02-17,2024-02-17,BNR-100206,Zahlungseingang,10000,2632.26,EUR,Kundenwelt GmbH,DE76543210987654321000,Zahlungseingang Kundenwelt GmbH 2024-02
2025-01-21,2025-01-21,BNR-100207,Reisekosten,67600,-2456.27,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2025-01
2024-05-18,2024-05-18,BNR-100208,Zahlungseingang,10000,5209.97,EUR,ACME GmbH,DE16530601800000001900,Zahlungseingang ACME GmbH 2024-05
2024-11-10,2024-11-10,BNR-100209,Miete,69000,-1014.69,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-11
2024-04-14,2024-04-14,BNR-100210,Softwarelizenz,48000,-943.54,EUR,SAP,DE76543210987654321000,Softwarelizenz SAP 2024-04
2024-06-21,2024-06-21,BNR-100211,Reisekosten,67600,-1778.86,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2024-06
2024-08-16,2024-08-16,BNR-100212,Strom,16000,-520.86,EUR,Microsoft,DE89370400440532013000,Strom Microsoft 2024-08
2024-06-21,2024-06-21,BNR-100213,Finanzamt Zahlung,17000,-1762.56,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Zahlung Finanzamt Köln 2024-06
2024-10-10,2024-10-10,BNR-100214,Finanzamt Zahlung,17000,-2511.7,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-10
2024-06-05,2024-06-05,BNR-100215,Miete,69000,-1363.78,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2024-06
2024-10-29,2024-10-29,BNR-100216,Softwarelizenz,48000,-797.25,EUR,Adobe,DE75512108001245126199,Softwarelizenz Adobe 2024-10
2024-06-30,2024-06-30,BNR-100217,Finanzamt Erstattung,17000,1260.22,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Erstattung Finanzamt München 2024-06
2024-12-03,2024-12-03,BNR-100218,Finanzamt Zahlung,17000,-2861.96,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-12
2025-03-24,2025-03-24,BNR-100219,Miete,69000,-963.93,EUR,Büropark Mitte GmbH,DE16530601800000001900,Miete Büropark Mitte GmbH 2025-03
2024-12-11,2024-12-11,BNR-100220,Zahlungseingang,10000,7238.96,EUR,Industriepartner AG,DE12500105170648489890,Zahlungseingang Industriepartner AG 2024-12
2025-02-10,2025-02-10,BNR-100221,Finanzamt Zahlung,17000,-2647.19,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2025-02
2025-01-08,2025-01-08,BNR-100222,Miete,69000,-1181.85,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2025-01
2025-01-15,2025-01-15,BNR-100223,Finanzamt Zahlung,17000,-2132.59,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Zahlung Finanzamt München 2025-01
2025-03-30,2025-03-30,BNR-100224,Reisekosten,67600,-1741.28,EUR,Lisa Schmidt,DE44500105175407324931,Reisekosten Lisa Schmidt 2025-03
2025-02-15,2025-02-15,BNR-100225,Gehalt,60000,-3725.4,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2025-02
2024-03-15,2024-03-15,BNR-100226,Finanzamt Zahlung,17000,-1345.83,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-03
2025-02-03,2025-02-03,BNR-100227,Finanzamt Zahlung,17000,-1816.93,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Zahlung Finanzamt Berlin 2025-02
2024-05-29,2024-05-29,BNR-100228,Finanzamt Zahlung,17000,-2998.95,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-05
2024-07-05,2024-07-05,BNR-100229,Gehalt,60000,-3643.47,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-07
2025-03-21,2025-03-21,BNR-100230,Softwarelizenz,48000,-626.96,EUR,Adobe,DE12500105170648489890,Softwarelizenz Adobe 2025-03
2024-07-13,2024-07-13,BNR-100231,Finanzamt Zahlung,17000,-676.8,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Zahlung Finanzamt München 2024-07
2024-03-23,2024-03-23,BNR-100232,Reisekosten,67600,-2844.86,EUR,Lisa Schmidt,DE89370400440532013000,Reisekosten Lisa Schmidt 2024-03
2024-04-18,2024-04-18,BNR-100233,Zahlungseingang,10000,3627.06,EUR,Meyer & Co KG,DE89370400440532013000,Zahlungseingang Meyer & Co KG 2024-04
2024-12-28,2024-12-28,BNR-100234,Finanzamt Erstattung,17000,438.0,EUR,Finanzamt Berlin,DE62500105170648482300,Finanzamt Erstattung Finanzamt Berlin 2024-12
2025-04-23,2025-04-23,BNR-100235,Zahlungseingang,10000,2541.07,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2025-04
2024-06-04,2024-06-04,BNR-100236,Zahlungseingang,10000,3176.98,EUR,Kundenwelt GmbH,DE12500105170648489890,Zahlungseingang Kundenwelt GmbH 2024-06
2024-05-27,2024-05-27,BNR-100237,Finanzamt Erstattung,17000,1796.51,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Erstattung Finanzamt München 2024-05
2024-01-18,2024-01-18,BNR-100238,Softwarelizenz,48000,-950.88,EUR,SAP,DE89370400440532013000,Softwarelizenz SAP 2024-01
2025-02-18,2025-02-18,BNR-100239,Gehalt,60000,-546.74,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2025-02
2025-02-06,2025-02-06,BNR-100240,Strom,16000,-262.27,EUR,AWS,DE76543210987654321000,Strom AWS 2025-02
2024-02-01,2024-02-01,BNR-100241,Strom,16000,-686.91,EUR,Adobe,DE16530601800000001900,Strom Adobe 2024-02
2024-10-31,2024-10-31,BNR-100242,Gehalt,60000,-2831.13,EUR,Tom Berger,DE76543210987654321000,Gehalt Tom Berger 2024-10
2024-03-06,2024-03-06,BNR-100243,Miete,69000,-1970.65,EUR,Cowork Space Berlin,DE75512108001245126199,Miete Cowork Space Berlin 2024-03
2025-01-26,2025-01-26,BNR-100244,Softwarelizenz,48000,-255.63,EUR,Microsoft,DE75512108001245126199,Softwarelizenz Microsoft 2025-01
2024-05-26,2024-05-26,BNR-100245,Finanzamt Zahlung,17000,-1258.22,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Zahlung Finanzamt München 2024-05
2024-05-14,2024-05-14,BNR-100246,Miete,69000,-1388.7,EUR,Büropark Mitte GmbH,DE76543210987654321000,Miete Büropark Mitte GmbH 2024-05
2025-01-08,2025-01-08,BNR-100247,Miete,69000,-1992.15,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2025-01
2024-07-23,2024-07-23,BNR-100248,Strom,16000,-936.91,EUR,AWS,DE16530601800000001900,Strom AWS 2024-07
2024-07-09,2024-07-09,BNR-100249,Softwarelizenz,48000,-492.83,EUR,Stromio Business,DE44500105175407324931,Softwarelizenz Stromio Business 2024-07
2024-08-20,2024-08-20,BNR-100250,Miete,69000,-1550.9,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2024-08
2024-07-10,2024-07-10,BNR-100251,Softwarelizenz,48000,-805.93,EUR,SAP,DE62500105170648482300,Softwarelizenz SAP 2024-07
2024-01-23,2024-01-23,BNR-100252,Strom,16000,-844.55,EUR,AWS,DE76543210987654321000,Strom AWS 2024-01
2024-04-27,2024-04-27,BNR-100253,Finanzamt Zahlung,17000,-2340.39,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Zahlung Finanzamt Köln 2024-04
2024-02-09,2024-02-09,BNR-100254,Finanzamt Zahlung,17000,-1634.81,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-02
2024-12-07,2024-12-07,BNR-100255,Strom,16000,-802.98,EUR,AWS,DE75512108001245126199,Strom AWS 2024-12
2024-02-12,2024-02-12,BNR-100256,Miete,69000,-860.8,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-02
2024-12-18,2024-12-18,BNR-100257,Zahlungseingang,10000,7828.57,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2024-12
2024-07-03,2024-07-03,BNR-100258,Strom,16000,-456.39,EUR,AWS,DE12345678901234567890,Strom AWS 2024-07
2024-07-19,2024-07-19,BNR-100259,Strom,16000,-855.97,EUR,Adobe,DE76543210987654321000,Strom Adobe 2024-07
2024-07-17,2024-07-17,BNR-100260,Reisekosten,67600,-2282.03,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2024-07
2024-11-23,2024-11-23,BNR-100261,Softwarelizenz,48000,-705.72,EUR,AWS,DE76543210987654321000,Softwarelizenz AWS 2024-11
2025-03-15,2025-03-15,BNR-100262,Strom,16000,-370.42,EUR,AWS,DE89370400440532013000,Strom AWS 2025-03
2024-07-19,2024-07-19,BNR-100263,Finanzamt Zahlung,17000,-677.93,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2024-07
2025-01-02,2025-01-02,BNR-100264,Finanzamt Zahlung,17000,-1633.75,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2025-01
2024-02-14,2024-02-14,BNR-100265,Gehalt,60000,-1765.93,EUR,Tom Berger,DE75512108001245126199,Gehalt Tom Berger 2024-02
2024-08-04,2024-08-04,BNR-100266,Reisekosten,67600,-2345.64,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-08
2025-02-23,2025-02-23,BNR-100267,Zahlungseingang,10000,7379.8,EUR,Meyer & Co KG,DE16530601800000001900,Zahlungseingang Meyer & Co KG 2025-02
2024-04-06,2024-04-06,BNR-100268,Miete,69000,-1076.98,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-04
2025-01-27,2025-01-27,BNR-100269,Zahlungseingang,10000,6699.83,EUR,Meyer & Co KG,DE12345678901234567890,Zahlungseingang Meyer & Co KG 2025-01
2024-01-17,2024-01-17,BNR-100270,Softwarelizenz,48000,-391.72,EUR,Stromio Business,DE62500105170648482300,Softwarelizenz Stromio Business 2024-01
2025-03-26,2025-03-26,BNR-100271,Gehalt,60000,-1386.81,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2025-03
2024-05-04,2024-05-04,BNR-100272,Zahlungseingang,10000,1201.1,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-05
2024-02-08,2024-02-08,BNR-100273,Miete,69000,-1880.72,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-02
2025-03-14,2025-03-14,BNR-100274,Zahlungseingang,10000,1366.83,EUR,ACME GmbH,DE12345678901234567890,Zahlungseingang ACME GmbH 2025-03
2024-01-27,2024-01-27,BNR-100275,Gehalt,60000,-3800.72,EUR,Anna Weber,DE89370400440532013000,Gehalt Anna Weber 2024-01
2024-11-30,2024-11-30,BNR-100276,Finanzamt Erstattung,17000,764.53,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2024-11
2024-07-11,2024-07-11,BNR-100277,Zahlungseingang,10000,1780.66,EUR,Industriepartner AG,DE16530601800000001900,Zahlungseingang Industriepartner AG 2024-07
2024-12-20,2024-12-20,BNR-100278,Reisekosten,67600,-3093.71,EUR,Lisa Schmidt,DE44500105175407324931,Reisekosten Lisa Schmidt 2024-12
2024-05-10,2024-05-10,BNR-100279,Miete,69000,-1000.07,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-05
2024-07-23,2024-07-23,BNR-100280,Miete,69000,-1781.67,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-07
2024-07-04,2024-07-04,BNR-100281,Softwarelizenz,48000,-942.91,EUR,AWS,DE12500105170648489890,Softwarelizenz AWS 2024-07
2024-11-11,2024-11-11,BNR-100282,Zahlungseingang,10000,4776.97,EUR,Meyer & Co KG,DE62500105170648482300,Zahlungseingang Meyer & Co KG 2024-11
2024-11-24,2024-11-24,BNR-100283,Finanzamt Erstattung,17000,1797.65,EUR,Finanzamt München,DE16530601800000001900,Finanzamt Erstattung Finanzamt München 2024-11
2024-10-02,2024-10-02,BNR-100284,Finanzamt Erstattung,17000,1027.68,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-10
2025-01-15,2025-01-15,BNR-100285,Finanzamt Zahlung,17000,-751.81,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Zahlung Finanzamt Köln 2025-01
2024-05-21,2024-05-21,BNR-100286,Miete,69000,-1045.64,EUR,Büropark Mitte GmbH,DE12345678901234567890,Miete Büropark Mitte GmbH 2024-05
2024-07-16,2024-07-16,BNR-100287,Gehalt,60000,-3762.05,EUR,Anna Weber,DE16530601800000001900,Gehalt Anna Weber 2024-07
2024-10-04,2024-10-04,BNR-100288,Zahlungseingang,10000,6500.22,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-10
2024-05-22,2024-05-22,BNR-100289,Reisekosten,67600,-3532.16,EUR,Lisa Schmidt,DE75512108001245126199,Reisekosten Lisa Schmidt 2024-05
2024-01-25,2024-01-25,BNR-100290,Zahlungseingang,10000,4299.71,EUR,Industriepartner AG,DE44500105175407324931,Zahlungseingang Industriepartner AG 2024-01
2025-03-04,2025-03-04,BNR-100291,Softwarelizenz,48000,-203.17,EUR,Microsoft,DE44500105175407324931,Softwarelizenz Microsoft 2025-03
2024-01-26,2024-01-26,BNR-100292,Gehalt,60000,-1409.05,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-01
2024-06-21,2024-06-21,BNR-100293,Strom,16000,-627.35,EUR,Adobe,DE12500105170648489890,Strom Adobe 2024-06
2024-12-12,2024-12-12,BNR-100294,Finanzamt Erstattung,17000,1217.47,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Erstattung Finanzamt München 2024-12
2024-02-15,2024-02-15,BNR-100295,Finanzamt Zahlung,17000,-1895.93,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2024-02
2025-03-01,2025-03-01,BNR-100296,Zahlungseingang,10000,6159.69,EUR,Industriepartner AG,DE16530601800000001900,Zahlungseingang Industriepartner AG 2025-03
2024-10-05,2024-10-05,BNR-100297,Finanzamt Erstattung,17000,827.17,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-10
2024-06-17,2024-06-17,BNR-100298,Softwarelizenz,48000,-449.86,EUR,Stromio Business,DE76543210987654321000,Softwarelizenz Stromio Business 2024-06
2024-07-19,2024-07-19,BNR-100299,Gehalt,60000,-3864.3,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2024-07
2025-02-07,2025-02-07,BNR-100300,Zahlungseingang,10000,6857.83,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2025-02
2024-10-11,2024-10-11,BNR-100301,Finanzamt Zahlung,17000,-928.33,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Zahlung Finanzamt Köln 2024-10
2024-02-29,2024-02-29,BNR-100302,Finanzamt Zahlung,17000,-2352.25,EUR,Finanzamt Berlin,DE44500105175407324931,Finanzamt Zahlung Finanzamt Berlin 2024-02
2024-11-04,2024-11-04,BNR-100303,Gehalt,60000,-3005.72,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2024-11
2024-04-01,2024-04-01,BNR-100304,Strom,16000,-976.19,EUR,Stromio Business,DE44500105175407324931,Strom Stromio Business 2024-04
2025-02-08,2025-02-08,BNR-100305,Finanzamt Erstattung,17000,1263.15,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Erstattung Finanzamt München 2025-02
2025-03-16,2025-03-16,BNR-100306,Gehalt,60000,-2631.37,EUR,Lisa Schmidt,DE89370400440532013000,Gehalt Lisa Schmidt 2025-03
2024-06-19,2024-06-19,BNR-100307,Miete,69000,-1949.51,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2024-06
2025-04-22,2025-04-22,BNR-100308,Strom,16000,-832.06,EUR,AWS,DE16530601800000001900,Strom AWS 2025-04
2025-04-28,2025-04-28,BNR-100309,Gehalt,60000,-1097.3,EUR,Lisa Schmidt,DE75512108001245126199,Gehalt Lisa Schmidt 2025-04
2024-10-05,2024-10-05,BNR-100310,Softwarelizenz,48000,-651.12,EUR,Microsoft,DE75512108001245126199,Softwarelizenz Microsoft 2024-10
2024-10-07,2024-10-07,BNR-100311,Reisekosten,67600,-2746.42,EUR,Anna Weber,DE75512108001245126199,Reisekosten Anna Weber 2024-10
2024-02-20,2024-02-20,BNR-100312,Reisekosten,67600,-2265.92,EUR,Anna Weber,DE75512108001245126199,Reisekosten Anna Weber 2024-02
2024-07-19,2024-07-19,BNR-100313,Softwarelizenz,48000,-348.03,EUR,Microsoft,DE89370400440532013000,Softwarelizenz Microsoft 2024-07
2024-09-22,2024-09-22,BNR-100314,Miete,69000,-1918.02,EUR,Büropark Mitte GmbH,DE44500105175407324931,Miete Büropark Mitte GmbH 2024-09
2024-08-18,2024-08-18,BNR-100315,Gehalt,60000,-1139.76,EUR,Tom Berger,DE76543210987654321000,Gehalt Tom Berger 2024-08
2024-08-17,2024-08-17,BNR-100316,Zahlungseingang,10000,4955.91,EUR,Industriepartner AG,DE62500105170648482300,Zahlungseingang Industriepartner AG 2024-08
2024-12-27,2024-12-27,BNR-100317,Gehalt,60000,-2637.14,EUR,Anna Weber,DE44500105175407324931,Gehalt Anna Weber 2024-12
2024-12-30,2024-12-30,BNR-100318,Reisekosten,67600,-1054.04,EUR,Lisa Schmidt,DE16530601800000001900,Reisekosten Lisa Schmidt 2024-12
2025-04-17,2025-04-17,BNR-100319,Gehalt,60000,-2693.05,EUR,Anna Weber,DE12345678901234567890,Gehalt Anna Weber 2025-04
2024-09-19,2024-09-19,BNR-100320,Reisekosten,67600,-3443.37,EUR,Lisa Schmidt,DE12345678901234567890,Reisekosten Lisa Schmidt 2024-09
2024-12-19,2024-12-19,BNR-100321,Gehalt,60000,-1120.68,EUR,Anna Weber,DE12500105170648489890,Gehalt Anna Weber 2024-12
2024-05-06,2024-05-06,BNR-100322,Strom,16000,-564.77,EUR,AWS,DE76543210987654321000,Strom AWS 2024-05
2024-12-03,2024-12-03,BNR-100323,Finanzamt Zahlung,17000,-2900.12,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2024-12
2024-05-11,2024-05-11,BNR-100324,Softwarelizenz,48000,-207.91,EUR,Stromio Business,DE76543210987654321000,Softwarelizenz Stromio Business 2024-05
2025-05-01,2025-05-01,BNR-100325,Softwarelizenz,48000,-598.24,EUR,AWS,DE89370400440532013000,Softwarelizenz AWS 2025-05
2024-06-01,2024-06-01,BNR-100326,Gehalt,60000,-2864.58,EUR,Lisa Schmidt,DE62500105170648482300,Gehalt Lisa Schmidt 2024-06
2024-11-01,2024-11-01,BNR-100327,Softwarelizenz,48000,-916.42,EUR,AWS,DE12345678901234567890,Softwarelizenz AWS 2024-11
2024-07-12,2024-07-12,BNR-100328,Strom,16000,-208.41,EUR,Stromio Business,DE44500105175407324931,Strom Stromio Business 2024-07
2024-01-30,2024-01-30,BNR-100329,Softwarelizenz,48000,-839.78,EUR,SAP,DE12500105170648489890,Softwarelizenz SAP 2024-01
2024-08-20,2024-08-20,BNR-100330,Zahlungseingang,10000,7478.84,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2024-08
2024-01-15,2024-01-15,BNR-100331,Gehalt,60000,-1801.98,EUR,Anna Weber,DE16530601800000001900,Gehalt Anna Weber 2024-01
2024-08-07,2024-08-07,BNR-100332,Finanzamt Zahlung,17000,-2471.81,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Zahlung Finanzamt Berlin 2024-08
2024-03-01,2024-03-01,BNR-100333,Zahlungseingang,10000,7548.0,EUR,Industriepartner AG,DE16530601800000001900,Zahlungseingang Industriepartner AG 2024-03
2024-12-19,2024-12-19,BNR-100334,Softwarelizenz,48000,-302.46,EUR,Microsoft,DE89370400440532013000,Softwarelizenz Microsoft 2024-12
2024-11-19,2024-11-19,BNR-100335,Finanzamt Erstattung,17000,553.91,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Erstattung Finanzamt München 2024-11
